Item;Ciudad;Area;Nestudios;Estudios;Espec;Maestria;Doctorado;Posgrado;Experiencia;Aexperiencia;Lenguajes;DatosAlma;HerraContables;HerraVisualizacion;HerraOfimaticas;OtrosConocimientos;Ingles;Pingles;Sintervalos;Salario;Vacantes;Sector de la vacante
163;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;Otro;No;$1 a $1,5 millones;1;1;Asegurador
164;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;1;0;0;0;Otro;No;Salario a convenir;0;1;Consultorías y Asesorías
165;Bogotá;Docencia e I+D;2;Universitaria;0;0;0;0;3;2;0;0;0;0;1;1;Otro;No;$2,5 a $3 millones;2;1;Vehículos y partes
166;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;8;4;0;0;1;0;0;0;B2;Si;Salario a convenir;0;1;Consultorías y Asesorías
167;Bogotá;Docencia e I+D;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;C2;Si;$4 a $4,5 millones;2;1;Servicios
168;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;$2,5 a $3 millones;2;1;Consultorías y Asesorías
169;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;0;C2;Si;Salario a convenir;0;1;Financiero
170;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;Otro;Otro;0;0;0;0;0;0;Otro;No;$2 a $2,5 millones;2;2;Financiero
171;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;Salario a convenir;0;1;Financiero
172;Bogotá;Docencia e I+D;3;Especialización;1;0;0;1;4;2;0;0;0;0;0;0;Otro;No;$4,5 a $5 millones;2;2;Financiero
173;Bogotá;otros;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;$4 a $4,5 millones;2;2;Transporte
174;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;0;Otro;No;Salario a convenir;0;1;Servicios
175;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;1;0;1;10;4;0;0;0;0;0;0;Otro;No;$6 millones o más;3;1;Consumo masivo
176;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;0.5;1;0;0;0;0;0;0;Otro;No;$2 a $2,5 millones;2;1;Consultorías y Asesorías
177;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;0.5;1;0;0;0;0;0;0;B2;Si;Salario a convenir;0;1;Consultorías y Asesorías
178;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;6;3;0;0;0;0;0;1;Otro;No;$4 a $4,5 millones;2;1;Servicios
179;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;$1 a $1,5 millones;1;1;Servicios
180;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;0;C2;Si;$5,5 a $6 millones;3;1;Consumo masivo
181;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;$2,5 a $3 millones;2;3;Telecomunicaciones
182;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Maestría;0;1;0;1;2;2;0;0;0;0;0;0;C2;Si;$6 millones o más;3;1;Construcción
183;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;B2;Si;Salario a convenir;0;1;Consultorías y Asesorías
184;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;Otro;No;$1,5 a $2 Millones;1;3;Telecomunicaciones
185;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;$2 a $2,5 millones;2;1;Servicios
186;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;0;Otro;No;$3 a $3,5 Millones;2;1;Consumo masivo
187;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;8;4;0;0;0;0;0;1;Otro;No;Salario a convenir;0;1;Energético
188;Bogotá;Comercial, ventas y servicio al cliente;3;Especialización;1;0;0;1;3;2;0;0;0;0;0;1;Otro;No;$6 millones o más;3;1;Salud
189;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;1;1;Otro;No;$6 millones o más;3;1;Consultorías y Asesorías
190;Bogotá;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;4;2;0;0;0;0;0;0;Otro;No;$2 a $2,5 millones;2;2;Textiles, prendas de vestir y calzado
191;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Maestría;0;1;0;1;15;5;0;0;0;0;0;0;C2;Si;$6 millones o más;3;1;Servicios
192;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;3;2;0;0;0;0;0;0;Otro;No;Salario a convenir;0;1;Financiero
193;Bogotá;Compras, Inventarios y comercio Internacional;3;Maestría;0;1;0;1;5;3;0;0;1;0;0;0;Otro;No;$6 millones o más;3;1;Consultorías y Asesorías
194;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;$3,5 a $4 millones;2;2;Financiero
195;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;1;0;1;12;5;0;0;0;0;0;0;Otro;No;Salario a convenir;0;1;Consultorías y Asesorías
196;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;$1,5 a $2 millones;1;1;Salud
197;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;No;$3 a $3,5 millones;2;1;Otro
198;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;$1 a $1,5 millones;1;1;Servicios
199;Bogotá;Docencia e I+D;2;Universitaria;0;0;0;0;3;2;0;0;1;0;0;1;Otro;No;Salario a convenir;0;2;Químicos
200;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;0;Otro;No;$5,5 a $6 millones;3;1;Construcción
201;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;No;$2 a $2,5 millones;2;1;Servicios
202;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;5;3;0;0;0;0;1;1;Otro;No;$4 a $4,5 millones;2;1;Textiles, prendas de vestir y calzado
203;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;$2,5 a $3 millones;2;1;Asegurador
204;Bogotá;Operaciones y Procesos;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;0;Otro;No;$3 a $3,5 millones;2;2;Otro
205;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;$3 a $3,5 millones;2;1;Servicios
206;Bogotá;Docencia e I+D;3;Especialización;0;0;0;1;1;1;0;0;0;0;0;0;Otro;No;Salario a convenir;0;1;Educativo
207;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;1;1;Otro;No;$1 a $1,5 millones;1;4;Consultorías y Asesorías
208;Bogotá;Docencia e I+D;1;Técnica;0;0;0;0;2;2;1;1;0;1;1;0;Otro;No;$2,5 a $3 millones;2;2;Financiero
209;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;3;2;0;0;0;0;1;1;C2;Si;$5,5 a $6 millones;3;1;Servicios
210;Bogotá;Operaciones y Procesos;3;Especialización;1;0;0;1;2;2;1;1;0;0;0;1;Otro;No;$4 a $4,5 millones;2;1;Salud
211;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;4;2;0;0;0;0;0;0;Otro;No;$3 a $3,5 millones;2;1;Servicios
212;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;1;Técnica;0;0;0;0;1;1;0;0;0;0;0;0;Otro;No;$0,5 a $1 millón;1;1;Servicios
213;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;Otro;Otro;0;0;0;0;0;0;Otro;No;$2,5 a $3 millones;2;1;Consumo masivo
214;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;1;Técnica;0;0;0;0;Otro;Otro;0;0;0;0;0;0;Otro;No;Salario a convenir;0;1;Consultorías y Asesorías
215;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;1;0;0;1;3;2;0;0;0;0;1;1;B2;Si;$3,5 a $4 millones;2;1;Manufactura
217;Bogotá;Docencia e I+D;3;Especialización;1;0;0;1;3;2;0;0;0;0;1;0;B2;Si;$4 a $4,5 millones;2;1;Educativo
218;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;0;Otro;No;Salario a convenir;0;1;Servicios
219;Bogotá;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;$1 a $1,5 millones;1;10;Servicios
220;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;4;2;0;0;0;0;0;1;C2;Si;$4,5 a $5 millones;2;5;Financiero
221;Bogotá;Comercial, ventas y servicio al cliente;3;Especialización;1;0;0;1;15;5;0;0;0;0;0;1;Otro;No;$5,5 a $6 millones;3;1;Consultorías y Asesorías
222;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;Otro;Otro;0;0;0;0;0;0;Otro;No;Salario a convenir;0;1;Educativo
223;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;Otro;No;$1,5 a $2 millones;1;3;Financiero
224;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;1;1;Otro;No;$2 a $2,5 millones;2;1;Químicos
225;Bogotá;Comercial, ventas y servicio al cliente;3;Especialización ;1;0;0;1;2;2;0;0;0;0;0;0;Otro;No;$3 a $3,5 millones;2;1;Servicios
226;Bogotá;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;$1,5 a $2 millones;1;2;Financiero
227;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;$1 a $1,5 millones;1;10;Servicios
228;Bogotá;Docencia e I+D;2;Universitaria;0;0;0;0;1;1;1;0;0;0;0;1;Otro;No;$3 a $3,5 millones;2;1;Financiero
229;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Maestría;0;1;0;1;15;5;0;0;0;0;0;1;C2;Si;$6 millones o más;3;1;Servicios
230;Bogotá;Docencia e I+D;3;Maestría;0;1;1;1;7;3;1;0;0;1;0;1;C2;Si;$6 millones o más;3;1;Financiero
231;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;10;4;0;0;0;0;0;0;Otro;No;$6 millones o más;3;1;Servicios
232;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;$1 a $1,5 millones;1;1;Servicios
233;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;No;$2 a $2,5 millones;2;1;Servicios
234;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;5;3;0;0;0;0;0;1;Otro;No;Salario a convenir;0;1;Consultorías y Asesorías
235;Bogotá;otros;3;Especialización;1;1;0;1;5;3;0;0;1;0;0;0;Otro;No;Salario a convenir;0;1;Financiero
236;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;No;$2,5 a $3 millones;2;4;Consultorías y Asesorías
237;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;No;$2,5 a $3 millones;2;4;Consultorías y Asesorías
238;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;$1 a $1,5 millones;1;1;Servicios
239;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;5;3;0;0;0;0;0;1;C2;Si;$4,5 a $5 millones;2;1;Energético
240;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;No;$2 a $2,5 millones;2;1;Servicios
241;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;No;$2,5 a $3 millones;2;4;Consultorías y Asesorías
242;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;C2;Si;Salario a convenir;0;4;Tecnología
243;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;1;Técnica;0;0;0;0;2;2;0;0;0;0;0;0;C2;Si;Salario a convenir;0;4;Tecnología
244;Bogotá;otros;2;Universitaria;0;0;0;0;2;2;1;1;1;1;0;1;Otro;No;Salario a convenir;0;1;Tecnología
245;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;No;$2,5 a $3 millones;2;4;Consultorías y Asesorías
246;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;$1 a $1,5 millones;1;1;Servicios
247;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;No;$2 a $2,5 millones;2;1;Servicios
248;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;1;Otro;No;$6 millones o más;3;1;Consumo masivo
249;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;No;$4,5 a $5 millones;2;1;Consultorías y Asesorías
250;Bogotá;Docencia e I+D;2;Universitaria;0;0;0;0;2;2;1;1;0;1;1;1;Otro;No;$3 a $3,5 millones;2;1;Salud
251;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;1;Otro;No;$2 a $2,5 millones;2;1;Financiero
252;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;$3 a $3,5 millones;2;1;Servicios
253;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;No;$2 a $2,5 millones;2;1;Servicios
254;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;$1,5 a $2 millones;1;5;Financiero
255;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;1;Técnica;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;$1 a $1,5 millones;1;12;Consultorías y Asesorías
256;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;5;3;0;0;1;0;0;0;Otro;No;$6 millones o más;3;1;Tecnología
257;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;Otro;Otro;0;0;1;0;0;1;Otro;No;Salario a convenir;0;1;Tecnología
258;Bogotá;Compras, Inventarios y comercio Internacional;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;0;Otro;No;$2 a $2,5 millones;2;1;Tecnología
259;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;0;0;0;1;3;2;0;0;0;0;0;0;Otro;No;$2 a $2,5 millones;2;1;Educativo
260;Bogotá;otros;2;Universitaria;0;0;0;0;1;1;0;1;0;0;1;0;Otro;No;$2 a $2,5 millones;2;3;Consultorías y Asesorías
261;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;1;0;0;1;1;B2;Si;$2 a $2,5 millones;2;1;Servicios
262;Bogotá;Operaciones y Procesos;3;Especialización;1;0;0;1;2;2;0;0;0;0;0;1;Otro;No;$2 a $2,5 millones;2;2;Salud
263;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;No;$2,5 a $3 millones;2;1;Financiero
264;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;Otro;Otro;0;0;0;0;0;0;Otro;No;Salario a convenir;0;2;Educativo
265;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;No;$2 a $2,5 millones;2;2;Financiero
266;Bogotá;Comercial, ventas y servicio al cliente;3;Especialización;1;0;0;1;2;2;1;1;1;1;1;1;Otro;No;$4,5 a $5 millones;2;2;Consultorías y Asesorías
267;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;$2 a $2,5 millones;2;1;Entretenimiento
268;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;1;1;Otro;No;$3 a $3,5 millones;2;1;Comercio al por menor - retail
269;Bogotá;Docencia e I+D;3;Maestría;0;1;1;1;2;2;0;0;0;0;0;1;Otro;No;Salario a convenir;0;2;Educativo
270;Bogotá;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;$1,5 a $2 millones;1;1;Comercio al por menor - retail
271;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;1;Otro;No;$2,5 a $3 millones;2;1;Alimentos
272;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;5;3;1;1;0;0;0;1;Otro;No;Salario a convenir;0;1;Servicios
273;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;5;3;1;1;0;0;0;1;Otro;No;Salario a convenir;0;1;Servicios
274;Bogotá;Docencia e I+D;2;Universitaria;0;0;0;0;Otro;Otro;0;0;0;0;0;1;Otro;No;$1,5 a $2 millones;1;1;Servicios
275;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;$3,5 a $4 millones;2;1;Energético
276;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;1;0;1;6;3;0;0;0;0;0;0;Otro;No;Salario a convenir;0;1;Consultorías y Asesorías
277;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;0;Otro;No;$2 a $2,5 millones;2;3;Financiero
278;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;1;0;0;0;Otro;No;$2 a $2,5 millones;2;4;Financiero
279;Bogotá;Operaciones y Procesos;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;1;Otro;No;$2 a $2,5 millones;2;5;Financiero
280;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Maestría;0;1;0;1;4;2;1;0;0;1;1;1;C2;Si;$4 a $4,5 millones;2;1;Servicios
281;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;No;$4,5 a $5 millones;2;1;Consultorías y Asesorías
282;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;1;1;1;0;Otro;No;Salario a convenir;0;1;Entretenimiento
283;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;No;$2,5 a $3 millones;2;2;Servicios
284;Bogotá;Operaciones y Procesos;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;A2;Si;$1 a $1,5 millones;1;4;Textiles, prendas de vestir y calzado
285;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;0;Otro;No;$3 a $3,5 millones;2;1;Energético
286;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;$2 a $2,5 millones;2;1;Consultorías y Asesorías
287;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;4;2;0;0;0;0;0;1;Otro;No;$2,5 a $3 millones;2;1;Consultorías y Asesorías
288;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;1;Técnica;0;0;0;0;3;2;0;0;0;0;1;1;Otro;No;$2 a $2,5 millones;2;1;Consultorías y Asesorías
289;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Maestría;0;1;0;1;15;5;0;0;0;0;0;1;C2;Si;$6 millones o más;3;1;Servicios
290;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;Otro;Otro;0;0;0;0;0;0;Otro;No;Salario a convenir;0;3;Educativo
291;Bogotá;Docencia e I+D;3;Especialización;0;0;0;1;2;2;0;0;0;0;0;1;Otro;No;$4 a $4,5 millones;2;1;Organizaciones No Gubernamentales
292;Bogotá;Docencia e I+D;2;Universitaria;0;0;0;0;2;2;1;1;0;1;0;0;Otro;No;$1,5 a $2 millones;1;1;Publicidad y mercadeo
293;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;1;0;1;10;4;0;1;0;0;0;0;C2;Si;Salario a convenir;0;1;Consultorías y Asesorías
294;Bogotá;Compras, Inventarios y comercio Internacional;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;No;$3 a $3,5 millones;2;1;Tecnología
295;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;1;0;0;1;0;Otro;No;$1 a $1,5 millones;1;1;Medios
296;Bogotá;otros;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;$3 a $3,5 millones;2;1;Medios
297;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;0;B2;Si;$4 a $4,5 millones;2;2;Energético
298;Bogotá;otros;3;Especialización;1;0;0;1;3;2;0;0;0;0;0;0;C2;Si;$3 a $3,5 millones;2;1;Energético
299;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;6;3;0;0;0;0;1;1;Otro;No;$4 a $4,5 millones;2;1;Consultorías y Asesorías
300;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;3;2;0;0;0;1;0;1;C2;Si;$3 a $3,5 millones;2;1;Servicios
301;Bogotá;Docencia e I+D;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;$1,5 a $2 millones;1;1;Educativo
302;Bogotá;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;$1 a $1,5 millones;1;3;Consultorías y Asesorías
303;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;C2;Si;Salario a convenir;0;1;Estatal
304;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;No;$4 a $4,5 millones;2;1;Consultorías y Asesorías
305;Bogotá;otros;2;Universitaria;0;0;0;0;3;2;1;1;0;0;0;1;Otro;No;Salario a convenir;0;1;Consultorías y Asesorías
306;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;1;0;0;1;1;Otro;No;$2 a $2,5 millones;2;1;Construcción
307;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;5;3;0;0;0;0;0;0;Otro;No;$4 a $4,5 millones;2;1;Consultorías y Asesorías
308;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;0;Otro;No;Salario a convenir;0;1;Servicios
309;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;4;2;0;0;0;0;0;1;C2;Si;$6 millones o más;3;1;Educativo
310;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;1;Otro;No;$1 a $1,5 millones;1;1;Servicios
311;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;B2;Si;$3,5 a $4 millones;2;1;Servicios
312;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;5;3;0;0;0;0;1;1;B2;Si;Salario a convenir;0;1;Otro
313;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;No;$2,5 a $3 millones;2;1;Servicios
314;Bogotá;Docencia e I+D;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;0;C2;Si;$3 a $3,5 millones;2;1;Alimentos
315;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;3;2;0;1;1;0;1;1;Otro;No;$2 a $2,5 millones;2;1;Comercio al por menor - retail
316;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;Otro;Otro;0;0;0;0;0;0;Otro;No;Salario a convenir;0;2;Educativo
317;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;No;$6 millones o más;3;1;Químicos
318;Bogotá;Comercial, ventas y servicio al cliente;3;Especialización;1;0;0;1;3;2;0;0;0;0;0;0;Otro;No;$5,5 a $6 millones;3;1;Energético
319;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;Salario a convenir;0;1;Consultorías y Asesorías
320;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;Otro;Otro;0;0;0;0;0;0;Otro;No;Salario a convenir;0;2;Educativo
321;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;No;$2 a $2,5 millones;2;3;Tecnología
322;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;Salario a convenir;0;1;Consultorías y Asesorías
