Item;Ciudad;Contratante;Area;Nestudios;Estudios;Espec;Maestria;Doctorado;Posgrado;Experiencia;Aexperiencia;Lenguajes;DatosAlma;HerraContables;HerraVisualizacion;HerraOfimaticas;OtrosConocimientos;Ing;IngF;Idiomas;Pingles;Sintervalos;SalarioN;Salario;Vacantes;Sector de la vacante
263;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;1;Financiero
264;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;Otro;Otro;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;2;Educativo
265;Bogotá;BANCO W S.A.;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;2;Financiero
266;Bogotá;ADECCO COLOMBIA S A;Comercial, ventas y servicio al cliente;3;Especialización;1;0;0;1;2;2;1;1;1;1;1;1;Otro;0;Otro;No;$4,5 a $5 millones;4750000;2;2;Consultorías y Asesorías
267;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Entretenimiento
268;Bogotá;ALKOSTO;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;1;1;Otro;0;Otro;No;$3 a $3,5 millones;3250000;2;1;Comercio al por menor - retail
269;Bogotá;Universidad Cooperativa de Colombia;Docencia e I+D;3;Maestría;0;1;1;1;2;2;0;0;0;0;0;1;Otro;0;Otro;No;Salario a convenir;870000;0;2;Educativo
270;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;1;Comercio al por menor - retail
271;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;1;Alimentos
272;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;5;3;1;1;0;0;0;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Servicios
273;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;5;3;1;1;0;0;0;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Servicios
274;Bogotá;Grupo Meiko S.A.S.;Docencia e I+D;2;Universitaria;0;0;0;0;Otro;Otro;0;0;0;0;0;1;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;1;Servicios
275;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$3,5 a $4 millones;3750000;2;1;Energético
276;Bogotá;BDO COLOMBIA;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;1;0;1;6;3;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Consultorías y Asesorías
277;Bogotá;Multibanca Colpatria;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;0;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;3;Financiero
278;Bogotá;Multibanca Colpatria;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;1;0;0;0;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;4;Financiero
279;Bogotá;Multibanca Colpatria;Operaciones y Procesos;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;1;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;5;Financiero
280;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Maestría;0;1;0;1;4;2;1;0;0;1;1;1;C2;6;C;Si;$4 a $4,5 millones;4250000;2;1;Servicios
281;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;0;Otro;No;$4,5 a $5 millones;4750000;2;1;Consultorías y Asesorías
282;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;1;1;1;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Entretenimiento
283;Bogotá;SIO-SOLUTEMP;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;2;Servicios
284;Bogotá;Empresa confidencial;Operaciones y Procesos;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;A2;2;A;Si;$1 a $1,5 millones;1250000;1;4;Textiles, prendas de vestir y calzado
285;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;0;Otro;0;Otro;No;$3 a $3,5 millones;3250000;2;1;Energético
286;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Consultorías y Asesorías
287;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;4;2;0;0;0;0;0;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;1;Consultorías y Asesorías
288;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;1;Técnica;0;0;0;0;3;2;0;0;0;0;1;1;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Consultorías y Asesorías
289;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Maestría;0;1;0;1;15;5;0;0;0;0;0;1;C2;6;C;Si;$6 millones o más;6500000;3;1;Servicios
290;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;Otro;Otro;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;3;Educativo
291;Bogotá;Empresa confidencial;Docencia e I+D;3;Especialización;0;0;0;1;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$4 a $4,5 millones;4250000;2;1;Organizaciones No Gubernamentales
292;Bogotá;Empresa confidencial;Docencia e I+D;2;Universitaria;0;0;0;0;2;2;1;1;0;1;0;0;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;1;Publicidad y mercadeo
293;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;1;0;1;10;4;0;1;0;0;0;0;C2;6;C;Si;Salario a convenir;870000;0;1;Consultorías y Asesorías
294;Bogotá;HITSS;Compras, Inventarios y comercio Internacional;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;0;Otro;No;$3 a $3,5 millones;3250000;2;1;Tecnología
295;Bogotá;TV AZTECA SUCURSAL COLOMBIA;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;1;0;0;1;0;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;1;Medios
296;Bogotá;Empresa confidencial;otros;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$3 a $3,5 millones;3250000;2;1;Medios
297;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;0;B2;4;B;Si;$4 a $4,5 millones;4250000;2;2;Energético
298;Bogotá;Enel-Codensa y Enel-Emgesa;otros;3;Especialización;1;0;0;1;3;2;0;0;0;0;0;0;C2;6;C;Si;$3 a $3,5 millones;3250000;2;1;Energético
299;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;6;3;0;0;0;0;1;1;Otro;0;Otro;No;$4 a $4,5 millones;4250000;2;1;Consultorías y Asesorías
300;Bogotá;Decameron;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;3;2;0;0;0;1;0;1;C2;6;C;Si;$3 a $3,5 millones;3250000;2;1;Servicios
301;Bogotá;Empresa confidencial;Docencia e I+D;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;1;Educativo
302;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;3;Consultorías y Asesorías
303;Bogotá;KCI Colombia SAS;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;C2;6;C;Si;Salario a convenir;870000;0;1;Estatal
304;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;0;Otro;No;$4 a $4,5 millones;4250000;2;1;Consultorías y Asesorías
305;Bogotá;PricewaterhouseCoopers;otros;2;Universitaria;0;0;0;0;3;2;1;1;0;0;0;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Consultorías y Asesorías
306;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;1;0;0;1;1;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Construcción
307;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;5;3;0;0;0;0;0;0;Otro;0;Otro;No;$4 a $4,5 millones;4250000;2;1;Consultorías y Asesorías
308;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Servicios
309;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;4;2;0;0;0;0;0;1;C2;6;C;Si;$6 millones o más;6500000;3;1;Educativo
310;Bogotá;Coomeva;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;1;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;1;Servicios
311;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;B2;4;B;Si;$3,5 a $4 millones;3750000;2;1;Servicios
312;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;5;3;0;0;0;0;1;1;B2;4;B;Si;Salario a convenir;870000;0;1;Otro
313;Bogotá;Veolia;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;1;Servicios
314;Bogotá;Empresa confidencial;Docencia e I+D;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;0;C2;6;C;Si;$3 a $3,5 millones;3250000;2;1;Alimentos
315;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;3;2;0;1;1;0;1;1;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Comercio al por menor - retail
316;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;Otro;Otro;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;2;Educativo
317;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;0;Otro;No;$6 millones o más;6500000;3;1;Químicos
318;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;3;Especialización;1;0;0;1;3;2;0;0;0;0;0;0;Otro;0;Otro;No;$5,5 a $6 millones;5750000;3;1;Energético
319;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Consultorías y Asesorías
320;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;Otro;Otro;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;2;Educativo
321;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;3;Tecnología
322;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Consultorías y Asesorías
323;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;1;B2;4;B;Si;$3,5 a $4 millones;3750000;2;1;Servicios
324;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;1;Servicios
325;Bogotá;Cruz Verde;Compras, Inventarios y comercio Internacional;2;Universitaria;0;0;0;0;1;1;0;0;1;0;0;1;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Salud
326;Bogotá;Cámara de Comercio de Bta.;Docencia e I+D;3;Especialización;1;0;0;1;3;2;0;0;0;0;0;0;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;1;Servicios
327;Bogotá;Cámara de Comercio de Bta.;Docencia e I+D;3;Maestría;0;1;1;1;3;2;0;0;0;0;0;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Servicios
328;Bogotá;Multibanca Colpatria;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Financiero
329;Bogotá;Enel-Codensa y Enel-Emgesa;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$3 a $3,5 millones;3250000;2;1;Financiero
330;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;4;2;0;1;1;1;1;1;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;1;Servicios
331;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;3;2;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Servicios
332;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;5;Consultorías y Asesorías
333;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;2;Consultorías y Asesorías
334;Bogotá;HOLCREST S.A.S;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;1;0;1;1;B2;4;B;Si;Salario a convenir;870000;0;1;Construcción
335;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;0;0;0;1;14;5;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Consultorías y Asesorías
336;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;0;0;0;1;14;5;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Consultorías y Asesorías
337;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;1;1;0;1;1;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;1;Energético
338;Bogotá;TELEPERFORMANCE COLOMBIA S.A.S;Administrativa, Auditoria,  Financiera, Gerencia;1;Técnica;0;0;0;0;Otro;Otro;1;1;0;0;1;1;B2;4;B;Si;$1,5 a $2 millones;1750000;1;12;Servicios
339;Bogotá;PricewaterhouseCoopers;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;1;1;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Consultorías y Asesorías
340;Bogotá;Cámara de Comercio de Bta.;Docencia e I+D;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;3;Servicios
341;Bogotá;MANDOMEDIO.COM;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;B2;4;B;Si;$2,5 a $3 millones;2750000;2;1;Consultorías y Asesorías
342;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;3;2;0;0;0;0;0;1;Otro;0;Otro;No;$6 millones o más;6500000;3;1;Consultorías y Asesorías
343;Bogotá;Empresa confidencial;Operaciones y Procesos;3;Especialización;1;1;0;1;10;4;0;0;0;0;0;0;B2;4;B;Si;$6 millones o más;6500000;3;1;Entretenimiento
344;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;1;Otro;0;Otro;No;$3,5 a $4 millones;3750000;2;1;Alimentos
345;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;0;B2;4;B;Si;$5,5 a $6 millones;5750000;3;2;Textiles, prendas de vestir y calzado
346;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;1;Comercio al por menor - retail
347;Bogotá;ELECCION CONFIABLE SAS;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;0;Otro;0;Otro;No;$4 a $4,5 millones;4250000;2;1;Consultorías y Asesorías
348;Bogotá;El Tiempo Casa Editorial;otros;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;B2;4;B;Si;$2 a $2,5 millones;2250000;2;1;Medios
349;Bogotá;MANPOWER;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;B2;4;B;Si;$4,5 a $5 millones;4750000;2;2;Consultorías y Asesorías
350;Bogotá;Linexperts Consultoria Empresarial SAS;otros;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Consultorías y Asesorías
351;Cali;Empresa confidencial;Comercial, ventas y servicio al cliente;3;Especialización;1;0;0;1;5;3;0;1;1;0;0;1;Otro;0;Otro;No;$6 millones o más;6500000;3;1;Estatal
352;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$3,5 a $4 millones;3750000;2;2;Vehículos y partes
353;Bogotá;Empresa confidencial;Operaciones y Procesos;2;Universitaria;0;0;0;0;3;2;0;0;0;1;1;1;C2;6;C;Si;$3,5 a $4 millones;3750000;2;2;Financiero
354;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;2;Financiero
355;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;4;2;0;0;0;0;0;1;Otro;0;Otro;No;$4 a $4,5 millones;4250000;2;1;Energético
356;Cali;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Maestría;0;1;0;1;15;5;0;0;0;0;0;1;C2;6;C;Si;$6 millones o más;6500000;3;1;Servicios
357;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;1;0;0;1;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;2;Tecnología
358;Cali;MANPOWER;Comercial, ventas y servicio al cliente;3;Especialización;1;0;0;1;10;4;0;0;0;0;1;0;Otro;0;Otro;No;$3,5 a $4 millones;3750000;2;1;Consultorías y Asesorías
359;Bogotá;Universidad de la Sabana;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;1;1;Otro;0;Otro;No;$3 a $3,5 millones;3250000;2;1;Educativo
360;Bogotá;Deloitte;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;4;2;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Consultorías y Asesorías
361;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;1;0;1;0;1;1;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Financiero
362;Cali;Empresa confidencial;Docencia e I+D;3;Especialización;1;0;0;1;3;2;1;0;0;1;1;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Consultorías y Asesorías
363;Cali;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;3;2;0;0;0;0;0;1;B2;4;B;Si;$3,5 a $4 millones;3750000;2;1;Consultorías y Asesorías
364;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;4;2;0;0;0;0;0;0;C2;6;C;Si;$5,5 a $6 millones;5750000;3;1;Textiles, prendas de vestir y calzado
365;Bogotá;COLSANITAS S.A;otros;2;Universitaria;0;0;0;0;2;2;1;0;1;1;1;0;Otro;0;Otro;No;$4 a $4,5 millones;4250000;2;1;Salud
366;Bogotá;Multibanca Colpatria;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$3 a $3,5 millones;3250000;2;1;Financiero
367;Cali;Universidad Cooperativa de Colombia;Docencia e I+D;3;Doctorado;0;0;1;1;2;2;0;0;0;0;0;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Educativo
368;Cali;LA EQUIDAD SEGUROS;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;1;Asegurador
369;Cali;AUDIFARMA;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;3;2;0;0;0;0;0;1;Otro;0;Otro;No;$5,5 a $6 millones;5750000;3;1;Consultorías y Asesorías
370;Cali;ASONAC;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;1;1;0;0;0;0;1;1;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;1;Estatal
371;Bogotá;ASONAC;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;4;2;0;0;0;0;1;1;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Estatal
372;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;1;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;1;Servicios
373;Bogotá;Empresa confidencial;otros;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;1;B2;4;B;Si;$5,5 a $6 millones;5750000;3;2;Textiles, prendas de vestir y calzado
374;Cali;UNIMINUTO;Docencia e I+D;3;Maestría;0;1;0;1;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Educativo
375;Bogotá;LINDE COLOMBIA S.A;otros;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;0;Otro;No;$4 a $4,5 millones;4250000;2;1;Químicos
376;Bogotá;Performia Colombia SAS;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Servicios
377;Cali;ACTIVOS S.A.S.;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;5;Consultorías y Asesorías
378;Bogotá;Performia Colombia SAS;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;1;Servicios
379;Cali;UNILEVER ANDINA;Administrativa, Auditoria,  Financiera, Gerencia;3;Maestría;0;1;0;1;7;3;0;0;0;1;1;1;C2;6;C;Si;$6 millones o más;6500000;3;1;Consumo masivo
380;Bogotá;PricewaterhouseCoopers;otros;2;Universitaria;0;0;0;0;3;2;1;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Consultorías y Asesorías
381;Cali;PricewaterhouseCoopers;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;0;0;0;1;4;2;0;0;0;0;0;0;C2;6;C;Si;Salario a convenir;870000;0;1;Consultorías y Asesorías
382;Cali;El Tiempo Casa Editorial;otros;3;Especialización;0;0;0;1;3;2;0;1;0;1;0;1;Otro;0;Otro;No;$5,5 a $6 millones;5750000;3;2;Medios
383;Bogotá;Empresa confidencial;Compras, Inventarios y comercio Internacional;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;1;C2;6;C;Si;$5,5 a $6 millones;5750000;3;1;Textiles, prendas de vestir y calzado
384;Bogotá;Empresa confidencial;Compras, Inventarios y comercio Internacional;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;1;C2;6;C;Si;$5,5 a $6 millones;5750000;3;1;Textiles, prendas de vestir y calzado
385;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;Otro;Otro;0;0;1;0;0;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Consultorías y Asesorías
386;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Asegurador
387;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;4;2;0;0;0;0;0;1;Otro;0;Otro;No;$6 millones o más;6500000;3;1;Tecnología
388;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;0;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Educativo
389;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;8;4;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Servicios
390;Bogotá;Nexarte;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;1;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;1;Consultorías y Asesorías
391;Bogotá;Fiduoccidente;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$4 a $4,5 millones;4250000;2;3;Financiero
392;Bogotá;Fiduoccidente;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Financiero
